scalar_id,generated_table,row_identity,field,value,unit,estimator,independent_unit_count,evidence_status,source_artifact,source_field
offline_contrasts:contrast_id=H2_information_transformer_snapshot_minus_full;category=primary:ci95_low,table_three_axis_contrasts.csv,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary,ci95_low,0.002824831008911133,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary.ci95_low
offline_contrasts:contrast_id=H2_information_transformer_snapshot_minus_full;category=primary:ci95_high,table_three_axis_contrasts.csv,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary,ci95_high,0.004523388544718425,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary.ci95_high
offline_contrasts:contrast_id=H2_information_transformer_snapshot_minus_full;category=primary:raw_sign_flip_p,table_three_axis_contrasts.csv,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary,raw_sign_flip_p,0.09090909090909091,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary.raw_sign_flip_p
offline_contrasts:contrast_id=H2_information_transformer_snapshot_minus_full;category=primary:holm_adjusted_p,table_three_axis_contrasts.csv,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary,holm_adjusted_p,0.36363636363636365,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary.holm_adjusted_p
offline_contrasts:contrast_id=H2_information_transformer_snapshot_minus_full;category=primary:independent_groups,table_three_axis_contrasts.csv,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary,independent_groups,5,count,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary.independent_groups
offline_contrasts:contrast_id=H3_attention_history_gain_difference_in_differences;category=primary:effect,table_three_axis_contrasts.csv,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary,effect,-0.0002984046936035156,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary.effect
offline_contrasts:contrast_id=H3_attention_history_gain_difference_in_differences;category=primary:ci95_low,table_three_axis_contrasts.csv,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary,ci95_low,-0.0014114379882812498,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary.ci95_low
offline_contrasts:contrast_id=H3_attention_history_gain_difference_in_differences;category=primary:ci95_high,table_three_axis_contrasts.csv,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary,ci95_high,0.0006196498870849609,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary.ci95_high
offline_contrasts:contrast_id=H3_attention_history_gain_difference_in_differences;category=primary:raw_sign_flip_p,table_three_axis_contrasts.csv,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary,raw_sign_flip_p,0.696969696969697,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary.raw_sign_flip_p
offline_contrasts:contrast_id=H3_attention_history_gain_difference_in_differences;category=primary:holm_adjusted_p,table_three_axis_contrasts.csv,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary,holm_adjusted_p,0.696969696969697,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary.holm_adjusted_p
offline_contrasts:contrast_id=H3_attention_history_gain_difference_in_differences;category=primary:independent_groups,table_three_axis_contrasts.csv,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary,independent_groups,5,count,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H3_attention_history_gain_difference_in_differences;category=primary.independent_groups
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture:effect,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture,effect,0.007006231943766277,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture.effect
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture:ci95_low,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture,ci95_low,0.0061345736185709635,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture.ci95_low
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture:ci95_high,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture,ci95_high,0.008150307337443034,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture.ci95_high
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture:raw_sign_flip_p,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture,raw_sign_flip_p,0.09090909090909091,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture.raw_sign_flip_p
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture:independent_groups,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture,independent_groups,5,count,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p0__large;category=direct_architecture.independent_groups
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture:effect,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture,effect,0.007503032684326172,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture.effect
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture:ci95_low,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture,ci95_low,0.005857515335083008,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture.ci95_low
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture:ci95_high,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture,ci95_high,0.008625125885009766,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture.ci95_high
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture:raw_sign_flip_p,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture,raw_sign_flip_p,0.09090909090909091,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture.raw_sign_flip_p
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture:independent_groups,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture,independent_groups,5,count,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h0p4__large;category=direct_architecture.independent_groups
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture:effect,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture,effect,0.006707827250162761,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture.effect
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture:ci95_low,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture,ci95_low,0.005067761739095053,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture.ci95_low
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture:ci95_high,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture,ci95_high,0.008057117462158203,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture.ci95_high
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture:raw_sign_flip_p,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture,raw_sign_flip_p,0.09090909090909091,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture.raw_sign_flip_p
offline_contrasts:contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture:independent_groups,table_three_axis_contrasts.csv,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture,independent_groups,5,count,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=architecture_direct_mlp_minus_transformer__h1p0__large;category=direct_architecture.independent_groups
offline_contrasts:contrast_id=capacity_transformer_full_medium_minus_large;category=supporting:effect,table_three_axis_contrasts.csv,contrast_id=capacity_transformer_full_medium_minus_large;category=supporting,effect,-0.0009842554728190104,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=capacity_transformer_full_medium_minus_large;category=supporting.effect
offline_contrasts:contrast_id=capacity_transformer_full_medium_minus_large;category=supporting:ci95_low,table_three_axis_contrasts.csv,contrast_id=capacity_transformer_full_medium_minus_large;category=supporting,ci95_low,-0.001726706822713216,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=capacity_transformer_full_medium_minus_large;category=supporting.ci95_low
offline_contrasts:contrast_id=capacity_transformer_full_medium_minus_large;category=supporting:ci95_high,table_three_axis_contrasts.csv,contrast_id=capacity_transformer_full_medium_minus_large;category=supporting,ci95_high,-0.00040946006774902346,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=capacity_transformer_full_medium_minus_large;category=supporting.ci95_high
offline_contrasts:contrast_id=capacity_transformer_full_medium_minus_large;category=supporting:raw_sign_flip_p,table_three_axis_contrasts.csv,contrast_id=capacity_transformer_full_medium_minus_large;category=supporting,raw_sign_flip_p,0.09090909090909091,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=capacity_transformer_full_medium_minus_large;category=supporting.raw_sign_flip_p
